WHITE,ALCHY,JUNKY,SUPER,MARRIED,FELON,WORKREL,PROPTY,PERSON,MALE,PRIORS,SCHOOL,RULE,AGE,TSERVD,FOLLOW,RECID,TIME,FILE
0,0,0,1,1,1,0,0,1,1,4,12,22,370,82,57,1,4,3
1,0,0,1,0,0,1,0,0,1,2,8,0,401,2,54,0,0,3
1,0,0,0,1,0,0,1,0,1,6,12,0,330,10,55,1,36,1
0,1,0,1,0,0,1,0,0,1,0,12,0,422,9,53,0,0,2
1,0,0,1,1,0,0,1,0,1,3,11,0,308,2,50,1,7,3
1,1,0,0,1,0,1,0,0,1,4,14,1,661,19,56,0,0,1
0,0,0,1,0,0,1,0,1,1,3,9,0,287,15,50,0,0,2
1,1,1,0,0,1,0,1,0,1,0,7,0,221,4,49,1,11,2
1,0,0,1,0,1,0,1,0,1,0,9,0,215,6,54,1,34,1
1,0,0,1,0,0,0,0,0,1,0,7,13,237,96,53,1,5,3
0,0,0,0,0,0,0,0,1,1,5,8,1,548,9,47,0,0,2
0,0,0,0,0,0,1,0,0,1,4,10,3,290,35,54,1,8,2
0,0,0,0,0,0,0,0,0,1,-9,8,22,278,60,55,1,2,3
1,0,0,1,0,0,1,0,0,1,0,10,3,286,11,51,0,0,3
0,0,0,1,0,0,0,0,0,1,1,12,4,361,11,47,1,13,3
1,1,0,0,0,1,1,1,0,1,1,7,0,257,12,49,0,0,1
0,0,0,1,1,0,1,0,0,1,2,9,0,481,33,52,0,0,2
0,0,0,0,0,0,0,0,0,1,-9,10,1,308,35,54,1,12,3
0,0,0,1,0,1,1,0,0,1,4,12,0,434,35,49,0,0,1
0,0,0,1,0,1,0,1,0,1,0,13,0,264,14,47,0,0,2
1,0,0,1,0,1,0,1,0,0,0,9,1,225,7,50,0,0,1
1,0,0,1,1,1,1,1,0,1,1,14,0,455,19,48,0,0,2
0,0,0,1,0,0,0,1,0,1,1,11,0,298,6,54,1,32,3
0,1,1,1,0,0,0,0,0,1,0,10,0,298,2,47,1,10,1
0,0,1,1,1,1,1,1,0,1,40,5,0,583,54,50,1,13,1
1,0,0,1,0,0,0,0,0,1,-9,4,0,723,1,55,0,0,3
0,0,0,1,0,0,0,0,0,1,-9,12,0,385,0,53,0,0,3
1,0,0,1,1,0,0,0,1,1,0,10,1,252,8,54,0,0,1
0,0,0,1,0,1,1,1,0,1,0,12,0,303,45,53,1,47,2
1,1,0,1,1,0,1,0,0,1,2,7,2,407,29,50,0,0,1
1,1,1,1,0,0,0,1,0,1,0,8,0,205,2,51,0,0,2
1,0,0,1,0,0,0,0,0,1,0,10,7,217,39,55,0,0,1
1,0,0,0,0,1,0,1,0,1,0,10,0,262,5,52,0,0,2
1,0,0,1,0,0,0,0,0,1,1,7,2,210,22,46,0,0,2
0,1,0,1,1,0,1,0,0,1,0,12,0,386,5,55,1,29,2
0,0,0,1,0,1,0,1,0,1,0,11,1,225,7,56,0,0,2
1,0,0,0,0,1,0,1,0,1,-9,10,2,264,6,48,0,0,3
1,0,0,0,0,1,1,1,0,1,13,3,0,650,7,54,0,0,3
0,0,0,1,0,1,0,1,0,1,0,8,43,232,50,51,1,48,3
1,0,0,0,1,0,0,0,0,1,3,7,0,641,20,56,0,0,3
1,0,0,1,0,1,1,1,0,1,0,9,1,255,11,54,0,0,3
1,0,0,0,0,0,0,0,0,1,0,8,6,260,26,47,1,19,2
1,1,0,1,0,0,0,1,0,1,0,12,0,246,2,47,0,0,2
0,0,0,1,0,1,1,1,0,1,1,11,1,259,24,47,1,7,3
0,0,0,1,1,1,1,0,1,1,2,10,1,386,10,46,0,0,3
0,0,0,1,0,0,0,1,0,1,1,11,0,281,12,47,1,34,2
1,0,0,1,1,0,0,0,0,1,6,9,2,323,15,46,0,0,3
1,0,0,1,0,0,0,1,0,1,-9,9,0,238,0,53,0,0,3
0,0,0,1,1,1,1,1,0,1,2,8,2,307,34,52,1,28,1
0,0,0,0,0,1,0,0,0,0,-9,15,0,334,3,51,0,0,3
1,1,0,1,0,0,0,0,0,1,2,9,0,471,6,53,0,0,2
1,0,0,0,0,0,0,0,1,1,0,12,0,254,6,54,1,2,2
0,1,0,1,1,0,1,0,0,1,2,12,1,329,7,57,0,0,2
1,0,0,1,0,0,0,0,0,1,0,10,16,281,41,51,1,5,3
0,0,0,1,0,1,0,1,0,1,5,12,3,306,31,48,1,16,3
1,0,1,0,0,1,0,0,0,1,1,8,0,310,6,57,0,0,2
0,0,0,1,1,1,1,1,0,1,0,10,6,436,128,57,1,22,3
0,0,1,1,0,1,0,1,0,1,1,12,0,307,34,48,1,11,2
0,0,0,1,0,1,1,0,0,1,0,14,0,370,1,57,0,0,2
1,0,0,0,0,1,1,1,0,1,0,8,4,287,33,48,0,0,2
1,1,0,0,0,0,1,0,0,1,12,9,0,383,4,56,1,3,2
1,0,0,1,0,0,0,1,0,1,1,8,1,226,6,46,1,13,3
1,0,0,1,0,1,0,1,0,1,0,9,0,205,10,53,0,0,3
0,0,1,1,1,1,0,0,0,0,1,12,0,299,9,46,1,33,2
1,0,0,1,1,1,1,1,0,1,0,5,4,339,50,53,0,0,3
0,0,0,1,0,0,0,1,0,1,3,10,0,270,2,54,1,8,3
1,0,0,1,0,0,0,0,0,1,-9,12,0,503,1,46,0,0,3
0,0,0,1,0,1,0,1,0,1,1,12,1,275,47,51,0,0,2
1,1,0,1,1,0,0,0,0,1,0,9,0,509,5,50,0,0,2
0,1,0,1,1,0,0,0,0,1,1,6,0,387,5,51,0,0,2
0,0,0,0,0,0,0,0,1,1,1,12,1,300,6,57,1,6,3
0,0,0,1,1,0,0,0,0,1,-9,10,0,318,2,53,0,0,3
0,0,0,1,0,0,0,1,0,1,0,8,0,219,5,46,0,0,2
0,0,0,0,0,1,0,1,0,1,0,11,0,258,5,47,1,10,3
1,0,0,1,0,0,1,0,0,1,1,6,0,410,3,46,0,0,3
1,0,1,0,0,1,0,0,0,1,-9,14,0,303,1,55,0,0,3
1,0,0,1,1,0,0,0,0,1,3,10,1,296,7,54,0,0,3
0,1,0,1,0,1,0,1,0,1,0,11,1,281,1,55,1,32,1
1,0,0,0,1,0,1,1,0,1,0,9,0,268,3,57,0,0,3
0,0,0,1,0,0,0,1,0,1,-9,9,0,249,0,51,0,0,3
1,0,0,1,0,1,1,1,0,1,0,5,4,279,16,46,0,0,2
1,0,0,0,0,0,0,0,0,1,0,9,2,234,22,52,1,26,3
1,0,1,1,0,1,1,0,0,1,1,11,0,345,13,46,0,0,1
1,0,0,0,0,0,0,0,0,1,0,8,2,217,8,57,1,15,2
0,0,0,1,0,0,0,1,0,1,0,9,0,217,5,47,0,0,3
0,0,0,1,0,0,0,1,0,1,0,7,0,222,7,46,1,40,2
0,0,0,1,1,1,1,1,0,1,0,10,2,314,73,50,1,31,3
1,0,0,1,1,1,1,1,0,1,0,9,0,277,61,55,0,0,3
0,1,0,1,0,0,0,1,0,1,1,11,3,292,17,50,0,0,2
1,0,0,0,1,0,1,0,0,1,7,9,0,420,6,48,1,22,3
0,0,0,1,0,0,0,0,0,1,-9,12,0,488,2,51,1,26,3
0,0,1,1,0,1,1,1,0,1,2,10,3,403,45,49,0,0,2
0,1,0,1,1,0,1,1,0,1,2,2,0,431,11,46,0,0,2
0,0,0,0,0,0,1,1,0,1,6,12,1,356,6,47,1,3,2
0,0,0,1,1,0,0,0,0,1,2,9,0,359,3,46,0,0,2
0,1,0,0,0,0,0,1,0,1,-9,11,1,308,3,46,1,7,3
1,0,1,1,0,0,0,0,0,1,0,9,1,277,21,57,1,5,2
0,0,0,1,0,1,0,1,0,1,0,11,0,223,7,47,1,11,3
1,0,0,1,0,0,1,1,0,1,0,12,1,366,7,48,0,0,3
0,1,0,1,0,1,0,1,0,1,1,8,1,409,12,51,0,0,1
1,1,0,0,1,1,1,0,1,1,-9,10,0,357,1,46,0,0,3
0,0,0,1,0,0,0,1,0,0,0,9,0,196,2,54,1,8,3
1,0,0,0,1,1,0,1,0,1,0,7,1,244,20,48,0,0,1
1,1,0,1,0,1,0,1,0,1,2,10,0,252,13,54,1,18,1
0,0,0,1,0,0,0,0,0,1,1,12,3,286,10,56,0,0,1
1,0,0,1,0,0,0,0,1,1,0,9,1,541,24,46,0,0,2
0,0,0,1,0,0,1,0,0,1,1,10,2,350,37,54,1,35,2
0,0,0,1,0,1,0,1,0,1,1,12,2,260,25,49,0,0,2
0,0,0,1,0,0,1,0,0,1,0,9,5,299,43,49,0,0,3
0,0,0,1,0,0,0,0,0,1,0,10,1,267,8,46,1,42,3
1,0,1,1,0,0,0,0,0,1,0,9,1,277,21,57,1,5,2
0,0,0,1,0,0,0,0,0,1,0,10,0,229,2,56,0,0,2
1,1,0,0,0,0,0,1,0,1,-9,9,1,207,3,52,1,6,3
1,0,0,1,0,1,0,1,0,1,0,11,0,208,6,52,0,0,2
0,0,0,1,1,1,1,0,0,1,1,14,0,367,9,47,0,0,2
1,0,0,1,0,1,0,1,0,1,0,9,3,231,26,46,0,0,3
0,0,0,1,1,0,0,0,1,1,0,11,0,275,3,48,1,16,3
0,0,0,1,0,0,0,1,0,1,0,11,0,354,11,57,1,7,3
0,0,0,1,0,0,0,1,0,1,-9,9,0,208,7,57,1,19,3
0,0,0,1,0,0,0,1,0,1,0,9,0,249,13,52,0,0,1
1,1,0,1,1,0,0,0,0,1,0,5,0,629,27,57,0,0,2
0,1,0,1,1,1,1,0,1,0,0,8,1,383,29,54,0,0,1
0,0,1,1,0,1,0,0,0,1,0,12,0,374,8,49,0,0,2
1,0,0,1,0,0,1,0,0,1,4,12,0,522,14,56,0,0,3
0,0,0,1,0,0,1,1,0,0,0,11,0,353,5,46,0,0,2
1,0,0,1,0,1,0,1,0,1,1,10,4,284,25,46,1,38,2
1,0,0,1,0,0,0,1,0,1,0,11,0,216,9,47,0,0,1
0,0,0,1,0,0,0,1,0,1,0,0,0,298,4,51,0,0,3
0,1,0,1,1,0,0,0,0,1,-9,3,0,628,2,49,0,0,3
1,0,0,1,0,0,1,0,0,1,0,12,2,259,23,54,0,0,2
1,1,0,1,1,1,1,1,0,1,0,5,0,455,9,56,0,0,2
1,0,0,0,0,1,1,0,0,1,2,9,3,382,39,48,1,35,2
0,0,0,1,0,1,0,1,0,1,3,10,0,347,27,57,1,12,2
1,0,0,1,0,1,0,1,0,1,1,11,8,249,53,50,1,13,2
1,0,0,1,1,0,1,0,0,1,0,8,5,258,31,51,0,0,2
1,0,0,1,1,0,0,0,0,1,1,10,3,250,6,52,0,0,2
1,1,0,1,1,0,1,0,0,1,0,5,0,591,33,48,0,0,2
0,0,0,0,0,0,0,0,0,0,0,12,1,510,6,49,0,0,3
1,0,0,1,0,0,1,0,0,1,0,10,3,292,44,49,1,48,3
0,0,0,1,0,0,0,0,0,1,0,9,4,262,24,48,0,0,2
1,0,0,0,0,0,0,1,0,1,0,9,1,231,4,52,0,0,3
0,0,0,0,0,0,0,1,0,1,1,10,0,269,5,46,1,26,3
1,1,0,1,1,0,1,0,0,1,0,12,0,288,6,55,0,0,1
0,0,0,1,0,1,0,1,0,1,3,13,1,325,20,50,1,3,2
0,0,1,0,0,0,0,0,0,1,10,10,5,330,15,55,0,0,1
0,0,0,1,0,1,1,1,0,1,2,12,0,378,61,54,0,0,2
1,0,0,1,1,1,0,0,0,1,1,11,0,302,4,57,0,0,3
0,0,0,1,0,1,0,0,0,0,1,10,0,243,6,48,1,5,1
1,0,0,0,0,0,0,1,0,1,4,0,5,477,9,51,0,0,3
1,0,0,0,0,1,0,0,0,1,-9,12,0,256,1,57,1,5,3
1,1,0,1,0,0,1,0,0,1,0,11,0,270,3,55,0,0,2
1,0,0,1,0,1,1,1,0,1,1,12,5,309,32,54,0,0,1
0,0,0,0,0,0,0,0,0,1,1,12,17,247,36,48,0,0,3
0,0,0,1,0,1,1,1,0,1,0,11,0,281,12,57,0,0,1
1,0,0,1,0,0,0,0,0,1,0,0,5,322,15,52,0,0,3
0,0,0,1,0,1,1,1,0,1,0,9,4,280,54,50,0,0,2
1,0,0,0,0,1,1,0,0,1,0,12,1,295,13,53,0,0,2
1,0,0,1,0,0,0,0,1,1,0,9,0,216,8,52,1,35,3
1,1,0,1,1,0,0,0,1,1,0,7,0,452,5,50,0,0,2
0,0,0,1,1,1,1,0,1,1,0,10,0,420,33,56,0,0,1
1,0,0,1,0,1,0,0,1,1,0,9,1,285,19,53,0,0,3
1,0,0,1,1,0,0,0,0,0,1,10,0,387,2,56,1,24,3
1,1,0,0,0,1,0,1,0,1,2,10,12,276,37,55,1,50,2
1,0,0,1,1,0,1,0,1,1,0,7,0,381,5,55,0,0,1
1,0,1,1,0,1,0,1,0,1,0,10,0,254,10,56,0,0,2
0,0,0,1,1,0,1,0,1,1,0,3,0,427,5,55,0,0,2
1,1,0,1,0,0,1,0,0,1,1,12,0,519,5,48,0,0,1
0,0,0,1,0,0,1,0,0,0,2,7,0,311,45,57,0,0,2
1,0,0,1,0,0,0,0,1,1,1,12,0,263,3,53,1,30,3
0,1,1,1,0,1,1,1,0,1,1,10,3,247,77,57,1,4,2
1,0,0,0,0,1,0,1,0,1,1,11,0,296,13,52,0,0,3
1,0,0,0,1,0,1,0,0,1,2,9,0,519,5,52,0,0,2
0,0,0,1,0,1,1,1,0,0,0,11,1,281,9,52,0,0,3
0,1,0,1,0,0,1,0,0,1,0,9,2,369,12,46,0,0,1
1,0,0,1,0,1,1,1,0,1,0,12,5,335,68,56,1,10,2
0,1,1,1,0,1,0,1,0,1,0,10,1,255,14,47,0,0,2
0,0,0,1,0,0,0,1,0,1,0,9,2,218,8,49,0,0,2
0,0,0,0,1,1,0,0,0,1,5,10,12,342,104,56,0,0,3
0,1,0,0,0,1,1,1,0,1,8,10,0,528,54,53,1,33,1
1,0,0,1,0,0,1,0,0,1,2,12,0,347,5,57,0,0,3
1,0,0,1,0,0,0,1,0,1,0,10,0,212,2,55,0,0,1
1,1,0,1,1,0,1,0,0,1,3,9,0,519,4,48,0,0,2
1,0,0,1,0,0,0,0,0,1,0,8,0,340,2,52,0,0,3
0,0,0,0,0,0,0,0,0,1,-9,9,1,424,3,46,0,0,3
1,0,0,1,0,0,1,0,0,1,5,12,0,441,25,47,1,14,3
1,0,1,1,0,1,0,0,0,1,1,12,0,283,7,53,0,0,1
1,0,0,1,0,0,0,0,0,1,0,11,2,252,7,46,0,0,1
0,0,0,1,1,1,1,1,0,1,2,11,0,316,17,51,1,5,3
0,1,0,1,0,0,0,0,0,1,-9,12,0,689,5,48,1,6,3
0,0,0,1,1,0,0,0,0,1,-9,8,0,637,1,49,0,0,3
0,0,0,0,0,0,0,0,0,1,0,10,12,234,32,49,1,19,3
1,1,0,1,1,0,0,0,0,1,1,5,0,440,7,46,0,0,1
0,0,0,1,0,0,0,0,0,1,1,11,0,396,2,55,0,0,3
1,0,0,1,1,1,1,0,1,1,0,12,0,398,39,54,0,0,3
1,0,0,0,0,1,0,0,0,1,-9,13,0,347,2,49,0,0,3
1,0,0,1,0,0,0,0,1,1,1,12,0,261,2,55,1,44,3
0,0,0,0,0,0,0,1,0,1,0,12,1,379,13,47,1,26,3
0,0,0,1,0,1,1,1,0,1,3,9,0,278,22,55,1,10,2
1,0,0,1,0,1,1,1,0,1,0,9,10,257,41,46,1,8,3
0,1,1,1,0,0,0,0,1,1,0,9,2,252,24,53,1,9,2
1,0,0,0,0,1,0,1,0,1,-9,7,7,543,61,48,1,18,3
0,0,0,0,0,1,0,0,0,1,0,10,1,268,6,55,0,0,3
1,0,0,1,0,0,1,1,0,1,-9,10,0,241,2,51,0,0,3
1,0,0,1,0,1,0,1,0,1,0,10,14,256,79,50,1,12,3
1,0,0,1,1,0,0,0,0,0,0,9,0,231,4,55,0,0,3
1,0,1,1,0,0,0,0,0,1,1,8,4,241,26,54,0,0,2
0,0,0,1,0,1,0,1,0,1,0,9,0,212,8,47,0,0,3
0,0,0,0,0,0,1,0,1,1,0,7,0,255,3,47,1,19,3
1,0,0,1,0,1,0,1,0,1,0,10,0,257,4,46,0,0,3
1,1,0,1,0,1,0,0,0,1,8,7,1,416,33,52,1,23,2
1,0,0,1,1,1,1,0,0,1,1,10,2,341,31,52,0,0,3
0,0,0,0,0,1,1,1,0,1,1,11,0,304,35,52,0,0,1
1,0,0,1,1,1,1,1,0,1,0,11,2,293,20,51,1,31,1
0,0,0,0,0,0,0,1,0,1,2,10,1,254,4,48,1,12,3
0,0,0,1,1,0,0,0,0,1,-9,10,0,342,5,50,1,11,3
1,1,0,1,0,0,0,0,1,1,0,7,2,268,11,53,0,0,1
1,1,1,1,0,1,0,1,0,1,0,12,2,368,10,47,1,5,2
0,0,1,1,0,0,1,0,0,1,9,12,0,371,36,49,0,0,2
1,1,0,1,1,0,0,0,0,1,0,11,0,446,2,57,0,0,2
1,0,0,1,1,0,1,0,0,1,1,8,0,307,15,50,0,0,3
1,0,0,1,0,0,0,0,0,1,0,11,0,218,3,57,0,0,2
0,0,0,1,0,0,0,0,0,1,0,9,0,251,2,56,0,0,3
0,1,1,1,0,1,0,1,0,1,1,11,0,350,18,56,0,0,2
1,1,0,0,0,0,0,0,0,1,1,5,0,567,6,57,0,0,2
1,1,0,0,0,0,0,0,0,1,5,10,0,390,6,57,1,4,1
1,0,0,1,1,1,1,1,0,1,0,10,9,295,46,53,0,0,1
0,0,0,1,0,0,0,1,0,1,0,12,0,337,11,53,0,0,2
1,1,1,0,0,0,0,1,0,1,0,13,1,276,13,50,0,0,2
0,0,0,1,1,1,1,1,0,1,0,12,3,319,89,50,1,16,2
1,0,0,1,0,0,0,0,0,1,-9,12,0,364,1,47,0,0,3
1,0,0,1,1,1,0,0,0,1,0,10,0,246,26,49,1,10,3
0,0,0,1,0,1,1,0,1,0,0,9,0,324,20,54,0,0,1
0,0,0,1,1,0,1,0,0,1,0,6,0,586,5,55,0,0,3
0,1,0,1,0,0,0,1,0,1,1,12,3,251,18,52,0,0,2
0,0,1,1,0,1,0,1,0,1,3,8,14,263,38,57,0,0,2
1,1,0,1,0,0,0,0,0,1,2,9,0,727,5,57,0,0,1
1,1,1,1,0,0,0,0,0,1,0,16,1,333,18,57,0,0,2
1,0,0,1,0,0,1,0,0,1,1,9,1,241,9,49,1,7,2
1,0,0,1,0,0,0,0,0,1,-9,7,0,650,1,53,0,0,3
0,0,0,1,0,1,0,1,0,1,0,11,2,288,44,55,0,0,2
1,0,0,1,0,1,1,1,0,1,0,8,2,282,18,57,0,0,2
1,0,1,1,0,0,0,1,0,1,0,10,0,233,2,52,1,13,2
0,0,0,1,0,0,0,1,0,1,0,10,1,222,12,48,0,0,2
0,1,0,0,0,0,0,0,0,1,0,6,2,316,10,47,1,8,2
0,0,0,1,0,1,1,1,0,1,0,10,1,277,12,46,0,0,2
0,0,0,1,0,0,0,1,0,1,-9,11,0,211,1,49,0,0,3
1,0,0,0,0,0,0,0,0,1,2,8,4,234,28,57,1,6,3
1,0,0,1,0,0,1,0,0,1,0,12,1,233,10,56,0,0,1
1,1,1,1,0,1,0,1,0,0,0,10,1,290,8,46,0,0,1
1,1,0,1,1,0,0,0,0,0,1,7,0,411,9,46,1,4,2
1,1,0,1,1,0,1,0,0,1,1,8,0,343,5,51,0,0,2
0,0,0,1,0,0,0,0,0,1,0,12,0,383,3,48,0,0,3
0,0,0,1,1,1,1,1,0,1,1,11,0,390,65,50,1,23,3
1,0,1,1,1,1,0,0,0,1,1,11,3,297,16,51,1,34,2
1,1,1,1,0,0,0,1,0,1,0,8,1,214,13,54,1,12,2
1,1,1,1,0,0,0,0,0,1,0,8,0,251,3,53,0,0,2
1,1,0,1,0,0,0,0,0,1,0,12,4,277,19,47,0,0,1
1,0,0,1,1,1,1,1,0,1,0,5,4,339,50,53,0,0,3
0,0,0,1,1,0,1,0,0,1,0,10,0,344,44,51,0,0,2
0,0,0,1,0,1,0,1,0,1,2,10,1,257,27,48,1,23,3
0,0,0,1,0,1,0,1,0,1,0,10,2,266,14,46,0,0,1
0,0,0,0,0,1,0,1,0,0,-9,12,0,316,3,54,1,41,3
0,0,0,0,1,1,0,1,0,1,2,8,5,360,110,52,0,0,3
1,1,1,1,0,1,1,1,0,1,0,8,0,249,21,50,0,0,1
1,0,0,1,1,1,1,1,0,1,1,12,0,291,10,50,0,0,3
1,0,0,1,0,0,0,1,0,1,1,7,0,239,4,56,0,0,2
0,1,0,1,1,0,1,0,0,1,5,7,0,517,3,55,0,0,2
1,0,0,1,0,1,1,0,0,1,0,12,0,513,14,56,0,0,3
0,0,0,1,0,0,0,0,0,1,1,8,0,516,47,51,0,0,2
0,0,0,1,0,1,1,0,0,1,0,11,3,354,47,50,0,0,2
0,0,0,0,0,0,0,0,1,1,-9,8,0,303,2,52,0,0,3
0,0,0,1,0,0,0,1,0,1,0,12,0,262,1,55,0,0,3
1,0,0,0,0,1,0,0,0,1,0,7,2,208,12,56,1,27,3
0,1,1,1,0,1,0,1,0,1,0,9,0,231,21,47,1,3,1
1,1,0,1,0,1,0,1,0,1,0,11,0,290,12,46,0,0,2
1,0,0,1,0,0,1,0,0,1,0,15,2,408,24,47,0,0,2
0,0,0,1,0,1,0,0,1,1,0,2,0,709,54,47,0,0,2
0,0,0,1,0,1,0,0,0,1,0,12,0,372,4,51,0,0,2
1,1,0,1,0,1,1,1,0,1,1,11,0,376,61,50,1,8,2
0,0,0,1,0,0,1,0,0,1,0,11,2,304,45,50,0,0,3
0,0,0,0,1,1,0,0,1,1,-9,10,0,457,2,54,0,0,3
0,0,0,0,0,1,1,0,1,1,3,8,12,318,58,56,1,13,3
1,1,1,0,0,1,0,1,0,1,0,11,0,236,6,52,0,0,1
1,1,1,1,0,0,0,1,0,1,0,9,1,213,5,53,0,0,2
1,0,0,1,0,1,0,1,0,0,0,10,1,231,11,57,1,27,3
1,1,1,1,0,1,0,1,0,1,1,8,1,214,10,47,1,9,2
0,0,0,1,0,0,1,0,0,1,0,11,2,282,18,47,0,0,3
1,0,0,1,1,1,1,1,0,1,0,10,1,453,18,52,0,0,1
1,0,0,1,1,0,0,1,0,1,0,10,0,284,4,53,0,0,2
1,0,1,0,0,1,0,0,0,0,-9,9,0,242,2,52,1,5,3
0,0,0,1,0,0,1,0,1,1,3,11,0,269,7,49,1,41,1
1,0,0,1,0,0,0,1,0,1,1,12,0,216,6,55,0,0,3
1,1,0,0,0,0,0,1,0,1,0,7,0,211,6,55,0,0,2
1,0,0,1,0,1,1,0,0,1,0,11,0,272,4,50,1,23,3
1,0,0,1,0,0,0,0,0,1,0,7,13,237,96,53,1,5,3
0,0,0,1,0,0,0,0,0,1,0,10,0,251,3,57,0,0,3
0,0,0,1,0,0,0,0,0,1,1,0,0,518,3,49,1,24,3
0,0,0,1,0,1,0,1,0,1,1,13,0,389,50,50,1,17,2
0,0,0,1,0,1,1,0,1,1,2,7,0,609,17,47,0,0,3
0,0,0,1,0,0,0,0,0,1,-9,9,0,290,2,54,1,8,3
1,0,0,0,1,1,0,0,1,1,5,7,24,381,114,53,1,10,3
0,0,0,0,0,0,0,0,0,0,0,12,1,510,6,49,0,0,3
0,0,0,1,0,1,0,1,0,1,1,12,3,316,24,55,1,9,3
1,1,0,1,0,1,1,0,0,1,2,7,0,567,10,49,0,0,2
1,0,0,1,0,0,0,1,0,1,0,9,0,202,6,54,1,30,3
1,0,0,1,0,0,1,1,0,1,1,10,2,234,18,52,0,0,1
0,0,0,1,0,0,0,1,0,1,0,0,0,298,4,51,0,0,3
1,0,0,1,1,0,1,0,1,1,-9,5,0,477,2,53,0,0,3
0,0,0,1,0,1,1,1,0,1,16,0,0,896,23,47,1,30,3
1,0,0,1,1,1,0,1,0,1,1,12,15,348,90,49,1,13,2
0,0,0,1,0,1,0,1,0,1,0,9,0,252,4,46,0,0,2
0,0,0,1,1,1,1,0,1,1,0,7,8,313,107,52,1,25,3
1,0,0,1,0,0,1,0,0,1,3,10,0,366,6,51,0,0,2
0,1,0,0,1,0,0,0,0,1,0,10,1,287,6,54,0,0,2
1,0,0,1,0,0,0,0,0,1,10,8,0,484,2,57,1,43,3
1,0,0,1,1,1,1,0,0,1,0,10,4,343,33,46,1,6,3
0,1,0,1,1,0,1,0,1,1,1,7,0,337,8,56,1,12,2
0,0,0,0,1,0,0,0,0,1,7,7,0,504,4,52,1,28,3
1,1,0,0,1,0,1,0,0,1,3,9,0,350,7,55,0,0,2
1,0,0,0,1,1,1,1,0,1,4,12,0,318,6,48,1,10,3
0,0,0,0,0,1,0,1,0,1,1,10,0,223,6,54,1,10,2
0,0,0,0,0,0,0,0,0,1,0,8,1,355,26,57,0,0,3
1,1,0,0,0,0,1,0,1,1,18,7,1,578,8,55,1,11,1
1,0,0,1,0,0,1,0,0,1,0,10,0,269,6,53,0,0,3
0,0,1,0,0,0,0,0,0,1,9,12,10,514,65,49,1,34,2
0,0,0,0,0,1,0,1,0,0,0,13,0,270,4,47,1,38,3
0,0,0,1,0,1,0,1,0,1,3,9,4,330,24,54,1,51,3
1,0,0,0,0,1,1,0,0,1,0,15,0,338,4,52,0,0,3
0,0,0,1,0,0,0,0,1,1,0,12,0,416,3,53,0,0,3
1,0,0,1,0,1,0,1,0,1,8,10,7,460,97,54,0,0,2
1,1,1,1,0,0,0,0,1,1,0,8,0,213,12,47,1,12,1
0,1,0,1,0,0,0,1,0,1,-9,12,0,287,2,55,0,0,3
0,0,0,1,1,0,1,0,0,1,0,8,0,334,12,55,0,0,2
1,0,0,0,0,1,1,1,0,1,0,12,0,294,6,50,0,0,3
1,0,0,1,0,1,0,0,0,1,0,10,0,226,20,51,1,29,1
0,0,0,1,0,1,1,1,0,1,1,11,4,303,98,49,1,10,2
0,1,0,1,0,0,1,1,0,1,3,12,0,574,11,55,0,0,1
0,0,1,1,0,0,1,0,0,0,0,9,1,477,54,56,1,12,2
1,0,1,1,0,0,1,1,0,1,1,14,0,304,38,47,1,26,2
1,0,0,0,1,1,0,1,0,1,0,9,4,238,40,57,1,2,3
1,0,1,0,1,0,0,0,0,1,1,12,1,417,61,52,0,0,2
0,0,0,1,1,0,1,1,0,1,8,11,1,396,10,46,1,28,3
1,0,0,1,0,1,0,1,0,1,1,12,7,303,38,46,0,0,2
1,0,0,1,0,0,1,0,0,1,0,9,0,318,5,51,0,0,3
1,1,1,1,0,0,0,0,0,1,2,9,1,334,9,51,0,0,1
1,0,0,1,0,0,1,0,0,1,0,8,0,285,2,49,1,33,3
0,0,0,1,1,0,1,0,0,1,2,13,1,435,6,53,1,35,3
0,0,0,1,0,0,0,1,0,1,0,11,0,229,6,50,0,0,3
1,0,0,1,0,0,1,1,0,1,3,10,0,369,5,47,1,27,3
1,0,0,1,0,1,0,0,0,1,1,8,3,271,25,51,1,8,3
1,0,0,0,0,0,0,1,0,1,-9,9,4,223,4,52,1,23,3
1,0,0,1,0,1,0,0,0,1,1,8,0,465,22,51,0,0,2
0,0,0,1,0,0,0,1,0,1,1,11,0,298,6,54,1,32,3
1,0,0,1,0,0,0,0,0,1,-9,9,0,646,2,47,0,0,3
1,0,0,0,1,0,0,0,0,1,8,11,0,510,4,52,0,0,2
0,0,0,0,0,1,0,1,0,1,0,12,0,316,5,57,1,19,2
1,0,0,1,1,0,0,0,0,1,0,8,0,616,3,52,0,0,2
0,0,0,1,0,0,0,1,0,1,0,10,5,214,8,50,1,26,1
1,1,1,1,0,1,1,1,0,1,0,8,0,249,21,50,0,0,1
0,0,0,1,1,1,0,1,0,1,0,12,1,256,9,46,0,0,1
1,0,0,1,1,0,1,0,0,1,0,12,0,319,4,53,0,0,3
0,1,0,1,0,1,1,0,1,1,2,12,0,377,35,47,0,0,2
0,0,0,1,0,0,0,0,0,1,1,9,0,287,14,57,0,0,2
0,1,0,1,0,1,0,1,0,1,0,10,0,224,23,52,1,10,1
